Wall time,Step,Value
1716331544.6380725,42,7.25379753112793
1716331545.7882824,45,7.658605575561523
1716331556.4318254,71,3.934478282928467
1716331565.5473835,94,4.7201128005981445
1716331592.3042238,167,4.011631488800049
1716331615.2829986,229,4.545840740203857
1716331617.143154,234,7.1751933097839355
1716331625.1088254,255,4.139963150024414
1716331631.919233,273,4.029444694519043
1716331645.1644592,308,4.248340129852295
1716331646.0517085,310,3.305516004562378
1716331648.9095817,318,5.1800618171691895
1716331706.8602564,474,5.822176456451416
1716331730.5372562,536,4.128382205963135
1716331745.9547713,579,3.418980836868286
1716331748.4528425,586,5.247989177703857
1716331766.0227723,634,3.9595232009887695
1716331770.7106843,647,5.596419811248779
1716331779.6718554,671,3.325977325439453
1716331795.553796,714,4.967850685119629
1716331798.390854,722,3.756049871444702
1716331821.0621314,785,4.147696018218994
1716331827.3208103,802,5.259271621704102
1716331829.4392207,808,4.554527282714844
1716331839.8330858,836,4.92566442489624
1716331940.7332735,971,4.243126392364502
1716331956.5133069,1014,7.059197425842285
1716331975.3132079,1066,5.466927528381348
1716331989.1542742,1104,6.661698818206787
1716332016.7848322,1180,6.251247406005859
1716332046.7981255,1261,5.54550838470459
1716332067.2963119,1316,5.2179436683654785
1716332068.530276,1319,4.767176628112793
1716332073.7977178,1333,5.035012722015381
1716332075.3361456,1337,5.736566066741943
1716332093.1011686,1385,5.56168794631958
1716332095.553974,1392,3.3693602085113525
1716332111.4480438,1436,5.067779541015625
1716332121.957979,1466,4.515153408050537
1716332142.9094546,1523,3.816680908203125
1716332153.263583,1552,6.159424781799316
1716332158.9860692,1568,3.683499336242676
1716332164.4342568,1584,4.330833911895752
1716332203.568381,1691,4.211921215057373
1716332213.2369308,1718,4.747199058532715
1716332219.0233924,1734,5.287458896636963
1716332220.2150989,1737,4.825771331787109
1716332236.214764,1781,4.545258522033691
1716332258.6679683,1844,4.637124538421631
1716332266.4823713,1866,5.029692649841309
1716332270.446367,1877,5.738154411315918
1716332336.6375463,1917,4.2633585929870605
1716332342.8601086,1934,4.115090847015381
1716332347.6849375,1947,3.907003164291382
1716332380.1834319,2036,4.043356418609619
1716332401.4353428,2096,4.728771209716797
1716332434.150407,2187,2.977633237838745
1716332438.596839,2199,4.535435199737549
1716332450.4904275,2231,5.149919033050537
1716332452.7938263,2237,3.639960765838623
1716332461.9006202,2262,5.199093341827393
1716332478.4334705,2307,3.4521780014038086
1716332508.9270682,2389,4.691411018371582
1716332526.979936,2436,5.691590309143066
1716332532.9430463,2453,3.3744845390319824
1716332533.6659958,2455,5.888354301452637
1716332535.4619126,2460,4.3394575119018555
1716332544.4995763,2485,5.867316246032715
1716332544.826488,2486,6.1347856521606445
1716332549.2260332,2498,4.3720927238464355
1716332551.0741239,2503,3.7539877891540527
1716332561.2462902,2532,4.444637775421143
1716332566.7201622,2547,6.325829029083252
1716332568.9006739,2553,4.541575908660889
1716332617.687195,2685,4.42373514175415
1716332637.3958051,2740,4.537238597869873
1716332771.689175,2967,4.652612686157227
1716332798.2004826,3038,6.410276889801025
1716332799.3363905,3041,5.000550746917725
1716332820.437501,3099,4.541500091552734
1716332843.9948716,3161,3.5844476222991943
1716332869.4599736,3230,4.400528430938721
1716332874.74505,3244,4.194634914398193
1716332875.4232478,3246,4.822476387023926
1716332875.790393,3247,4.208971977233887
